Latitude,Longitude,DepthofFocus,Origin,Magnitude,DateandTime,Intensity,Source
8.44,126.59,26,"TECTONIC",7.4,,7,https://earthquake.phivolcs.dost.gov.ph/2023_Earthquake_Information/December/2023_1202_1437_B3F.html
